timestamp,RV,r
2017-02-11 00:00:00+00:00,0.000593115,0.007843177
2017-02-12 00:00:00+00:00,0.000310542,-0.00173762
2017-02-13 00:00:00+00:00,0.000820512,-0.006105558
2017-02-14 00:00:00+00:00,0.005408643,0.139419535
2017-02-15 00:00:00+00:00,0.001724651,-0.012251302
2017-02-16 00:00:00+00:00,0.000786626,-0.0061824
2017-02-17 00:00:00+00:00,0.000577602,-0.01169604
2017-02-18 00:00:00+00:00,0.000373809,0.010920545
2017-02-19 00:00:00+00:00,0.000249612,0.000775494
2017-02-20 00:00:00+00:00,0.000408822,-0.022737161
2017-02-21 00:00:00+00:00,0.001280239,0.017296029
2017-02-22 00:00:00+00:00,0.000470134,-0.006254907
2017-02-23 00:00:00+00:00,0.000296933,0.035442847
2017-02-24 00:00:00+00:00,0.002520476,-0.001515152
2017-02-25 00:00:00+00:00,0.001279752,0.034280555
2017-02-26 00:00:00+00:00,0.001268689,0.076825365
2017-02-27 00:00:00+00:00,0.002410825,0.060544804
2017-02-28 00:00:00+00:00,0.007442629,0.035135358
2017-03-01 00:00:00+00:00,0.00334963,0.068499532
2017-03-02 00:00:00+00:00,0.006004552,0.103804902
2017-03-03 00:00:00+00:00,0.011089349,0.015959155
2017-03-04 00:00:00+00:00,0.002697097,-0.048662491
2017-03-05 00:00:00+00:00,0.002578383,0.03942692
2017-03-06 00:00:00+00:00,0.000928821,0.013821566
2017-03-07 00:00:00+00:00,0.003716681,-0.036763136
2017-03-08 00:00:00+00:00,0.00624153,-0.1287208
2017-03-09 00:00:00+00:00,0.004266784,0.066710725
2017-03-10 00:00:00+00:00,0.019989139,0.075629982
2017-03-11 00:00:00+00:00,0.005117497,0.119054051
2017-03-12 00:00:00+00:00,0.009129579,0.077303126
2017-03-13 00:00:00+00:00,0.039016817,0.202495762
2017-03-14 00:00:00+00:00,0.00711189,0.001744288
2017-03-15 00:00:00+00:00,0.007253691,0.217761369
2017-03-16 00:00:00+00:00,0.040037832,0.253461454
2017-03-17 00:00:00+00:00,0.11041325,-0.029589264
2017-03-18 00:00:00+00:00,0.058621719,-0.277129846
2017-03-19 00:00:00+00:00,0.052732149,0.245019607
2017-03-20 00:00:00+00:00,0.009440306,-0.021048485
2017-03-21 00:00:00+00:00,0.002342689,0.001181056
2017-03-22 00:00:00+00:00,0.005977067,-0.02364854
2017-03-23 00:00:00+00:00,0.003091623,0.038178911
2017-03-24 00:00:00+00:00,0.009137363,0.208235395
2017-03-25 00:00:00+00:00,0.0136675,-0.04501871
2017-03-26 00:00:00+00:00,0.003529203,0.001579779
2017-03-27 00:00:00+00:00,0.002716696,-0.03432349
2017-03-28 00:00:00+00:00,0.002498241,0.026797211
2017-03-29 00:00:00+00:00,0.003600963,0.054360157
2017-03-30 00:00:00+00:00,0.001020229,-0.023624646
2017-03-31 00:00:00+00:00,0.004732433,-0.033124047
2017-04-01 00:00:00+00:00,0.002304149,0.010506589
2017-04-02 00:00:00+00:00,0.007147862,-0.039623082
2017-04-03 00:00:00+00:00,0.018142618,-0.096644677
2017-04-04 00:00:00+00:00,0.00962713,0.004959433
2017-04-05 00:00:00+00:00,0.004438423,0.008285794
2017-04-06 00:00:00+00:00,0.006050318,-0.034947963
2017-04-07 00:00:00+00:00,0.002706481,-0.022892847
2017-04-08 00:00:00+00:00,0.005177136,0.049105174
2017-04-09 00:00:00+00:00,0.001653103,-0.011539895
2017-04-10 00:00:00+00:00,0.001342608,-0.00045527
2017-04-11 00:00:00+00:00,0.000657862,-0.002051283
2017-04-12 00:00:00+00:00,0.003037342,0.058703598
2017-04-13 00:00:00+00:00,0.004379677,0.06839028
2017-04-14 00:00:00+00:00,0.001972983,-0.0530185
2017-04-15 00:00:00+00:00,0.001592606,0.036201165
2017-04-16 00:00:00+00:00,0.000906166,-0.016689375
2017-04-17 00:00:00+00:00,0.000599271,-0.003955454
2017-04-18 00:00:00+00:00,0.000724681,0.037863932
2017-04-19 00:00:00+00:00,0.002680703,-0.041207019
2017-04-20 00:00:00+00:00,0.001193861,0.032938342
2017-04-21 00:00:00+00:00,0.000517232,-0.020665697
2017-04-22 00:00:00+00:00,0.000309181,0.004949484
2017-04-23 00:00:00+00:00,0.000331232,0.007174367
2017-04-24 00:00:00+00:00,0.000286122,0.024014876
2017-04-25 00:00:00+00:00,0.000333827,0.00318535
2017-04-26 00:00:00+00:00,0.00119111,0.059981343
2017-04-27 00:00:00+00:00,0.005159987,0.175214117
2017-04-28 00:00:00+00:00,0.012190919,0.138976088
2017-04-29 00:00:00+00:00,0.004307529,-0.038466281
2017-04-30 00:00:00+00:00,0.004364523,0.138191588
2017-05-01 00:00:00+00:00,0.01413058,-0.019871928
2017-05-02 00:00:00+00:00,0.004725887,-0.021305903
2017-05-03 00:00:00+00:00,0.002214635,0.047100118
2017-05-04 00:00:00+00:00,0.00663009,0.166012635
