,RV_15s,RV_2min,RV_5min,RV_10min,RV_15min,DR,RK,open,high,low,close
2015-07-23,2.14E-05,1.94E-05,1.59E-05,1.59E-05,1.99E-05,0.008946535,1.88E-05,211.53,211.64,209.755,210.17
2015-07-24,2.25E-05,2.40E-05,2.26E-05,2.16E-05,2.39E-05,0.013254734,2.79E-05,210.3,210.37,207.6,207.97
2015-07-27,5.09E-05,6.34E-05,7.64E-05,9.18E-05,8.34E-05,0.006186284,4.17E-05,206.94,207.55,206.27,206.76
2015-07-28,4.95E-05,4.47E-05,3.70E-05,3.72E-05,3.84E-05,0.012923242,2.55E-05,207.78,209.5,206.81,209.29
2015-07-29,3.86E-05,3.25E-05,2.34E-05,2.42E-05,1.56E-05,0.008231282,2.31E-05,209.48,211.04,209.31,210.74
2015-07-30,3.08E-05,2.81E-05,2.53E-05,3.15E-05,3.42E-05,0.007611111,2.31E-05,210.16,211.02,209.42,210.79
2015-07-31,2.95E-05,2.49E-05,1.88E-05,1.39E-05,8.88E-06,0.006071837,1.45E-05,211.42,211.45,210.17,210.47
2015-08-03,3.04E-05,3.31E-05,3.37E-05,2.78E-05,4.54E-05,0.008922028,2.83E-05,210.46,210.53,208.66,209.76
2015-08-04,3.06E-05,2.97E-05,2.65E-05,2.91E-05,2.47E-05,0.006872879,2.80E-05,209.7,210.24,208.8,209.35
2015-08-05,5.41E-05,5.29E-05,5.25E-05,6.13E-05,6.16E-05,0.007457581,2.05E-05,210.45,211.31,209.74,210.09
2015-08-06,2.89E-05,3.35E-05,2.85E-05,3.62E-05,3.46E-05,0.013204038,3.98E-05,210.29,210.41,207.65,208.46
2015-08-07,4.32E-05,3.87E-05,3.92E-05,3.73E-05,2.67E-05,0.007080784,3.03E-05,208.16,208.34,206.87,207.92
2015-08-10,6.63E-05,6.88E-05,8.16E-05,7.52E-05,8.53E-05,0.006643593,9.44E-06,209.28,210.675,209.28,210.59
2015-08-11,0.000101403,9.41E-05,8.18E-05,7.98E-05,5.71E-05,0.008196964,2.88E-05,208.98,209.47,207.76,208.63
2015-08-12,0.000109223,0.000117211,0.00016159,0.000129783,0.000150833,0.018190654,6.25E-05,207.11,209.14,205.37,208.88
2015-08-13,3.51E-05,3.79E-05,4.52E-05,3.76E-05,2.59E-05,0.007280423,3.55E-05,208.73,209.54,208.02,208.63
2015-08-14,2.22E-05,1.93E-05,1.73E-05,1.57E-05,1.18E-05,0.00593644,1.81E-05,208.45,209.5,208.26,209.4
2015-08-17,3.37E-05,4.35E-05,4.41E-05,4.82E-05,4.82E-05,0.011558614,2.29E-05,208.71,210.58,208.16,210.58
2015-08-18,2.37E-05,2.42E-05,1.68E-05,1.24E-05,1.63E-05,0.004662457,1.58E-05,210.27,210.68,209.7,209.96
2015-08-19,7.87E-05,9.68E-05,9.74E-05,0.000124881,0.000135052,0.012746962,6.94E-05,209.09,210.01,207.35,208.31
2015-08-20,0.000143741,0.000156464,0.000155286,0.000108686,0.000114377,0.015860992,7.06E-05,206.51,207.17,203.91,203.92
2015-08-21,0.000251163,0.000295575,0.000263914,0.000220329,0.000212717,0.026921341,0.000165718,201.73,202.92,197.53,197.53
2015-08-24,0.004389726,0.005756555,0.007576461,0.003966267,0.002228582,0.068085108,0.001663845,187.33,195.84,182.95,189.48
2015-08-25,0.001252943,0.001114506,0.001100857,0.000954395,0.000858582,0.043875171,0.000351271,195.43,195.45,187.06,187.22
2015-08-26,0.001102806,0.001082938,0.001172478,0.000880787,0.000608615,0.033460856,0.000372037,192.08,194.79,188.38,194.52
2015-08-27,0.000386923,0.000401713,0.00039335,0.000388805,0.000476354,0.021236955,0.000201829,197.02,199.4,195.21,199.29
2015-08-28,0.000143878,0.000148103,9.74E-05,0.000110587,7.61E-05,0.009553572,9.73E-05,198.49,199.83,197.93,199.28
2015-08-31,0.000120939,0.000119417,0.000133644,0.000113684,0.000139328,0.010653169,9.07E-05,198.11,199.12,197.01,197.61
