,RV_15s,RV_2min,RV_5min,RV_10min,RV_15min,DR,RK,open,high,low,close
2015-03-10,0.000992721,0.00057679,0.000285544,0.000401431,0.000451718,0.03122384,0.000332549,37.678,38.71,37.52,38.09
2015-03-11,0.000752127,0.000377317,0.000356459,0.000312928,0.000424944,0.026706822,0.000287912,38.222,39.236,38.202,38.74802
2015-03-12,0.00041382,0.000294249,0.000321227,0.000214712,0.00017112,0.024256349,0.000203893,38.778,38.88998,37.958,38.22994
2015-03-13,0.000721951,0.000471944,0.000428555,0.000201524,0.000288193,0.023427442,0.000284118,37.792,38.35,37.462,37.72998
2015-03-16,0.000872294,0.0007314,0.000695049,0.000496136,0.00041671,0.031683973,0.000345158,38.396,39.18198,37.96,39.142
2015-03-17,0.000485992,0.000261537,0.0002393,0.000250816,0.000391398,0.024297643,0.000286757,39.086,39.742,38.788,38.944
2015-03-18,0.000492101,0.000273918,0.000292249,0.000215033,0.000225607,0.03944774,0.000235743,39.006,40.176,38.622,40.1444
2015-03-19,0.000767207,0.000629555,0.000785831,0.000934391,0.000890502,0.050421584,0.000805157,40.346,40.918,38.906,39.108
2015-03-20,0.000411195,0.000339204,0.000274606,0.000211322,0.000192061,0.017085682,0.000181776,39.48,39.798,39.1238,39.6156
2015-03-23,0.000382681,0.000257451,0.000177007,0.000241144,0.000213068,0.015181997,0.000162704,39.7,40.1,39.4958,39.916
2015-03-24,0.00072129,0.000561471,0.000399577,0.000274925,0.00024373,0.019876246,0.000281842,40.3,40.752,39.95,40.352
2015-03-25,0.000693609,0.000694211,0.000724501,0.00087418,0.000867857,0.030057466,0.000258209,39.7,39.716,38.54,38.868
2015-03-26,0.000331026,0.000182621,0.000149361,0.000158071,0.000212619,0.026478178,0.00015154,38.79,38.958,37.94,38.081
2015-03-27,0.000600305,0.000601132,0.000605847,0.000707617,0.00073223,0.042575693,0.000404515,37.802,37.858,36.28,37.021
2015-03-30,0.001057521,0.000899192,0.001218642,0.001421374,0.001599842,0.055944434,0.001358489,37.17,38.45,36.358,38.12
2015-03-31,0.000919374,0.000623248,0.000357865,0.000216005,0.000363859,0.028078722,0.000364654,38.706,38.753,37.68,37.75402
2015-04-01,0.000630055,0.000445122,0.000359853,0.000329815,0.000237337,0.019691961,0.000310644,37.702,37.95,37.21,37.52
2015-04-02,0.000635431,0.000624835,0.000751688,0.00049066,0.000507987,0.016857117,0.000212974,38.058,38.646,38,38.2
2015-04-06,0.002202714,0.002328857,0.002125654,0.002279904,0.002786532,0.068477275,0.000678901,39.596,41.55,38.8,40.632
2015-04-07,0.000538848,0.000331695,0.000264257,0.000264142,0.000180864,0.019695368,0.000225403,40.502,41.02,40.22,40.6596
2015-04-08,0.00122055,0.001482903,0.001408781,0.000807657,0.000784312,0.038731113,0.000344002,41.713,42.8,41.174,41.534
2015-04-09,0.000378212,0.000230039,0.000112406,5.49E-05,0.000110951,0.020401599,0.000123909,41.62,42.074,41.22432,42.0213
2015-04-10,0.000269143,0.000139493,8.04E-05,8.50E-05,8.96E-05,0.012599715,8.98E-05,41.9244,42.33,41.8,42.1762
2015-04-13,0.000419256,0.000229259,0.000172779,0.000229008,0.000134821,0.018718708,0.000212258,42.148,42.6,41.81,41.97
2015-04-14,0.000326808,0.000210742,0.000173055,0.000177732,0.000191518,0.019229972,0.000144568,41.702,41.898,41.1,41.46402
2015-04-15,0.000279693,0.000143487,0.00011146,0.000111531,0.000138164,0.014368685,0.000112135,41.447,41.918,41.32,41.578
2015-04-16,0.000252136,0.000106064,8.16E-05,4.82E-05,4.59E-05,0.013815898,7.43E-05,41.501,41.834,41.26,41.338
2015-04-17,0.000362785,0.000203909,0.000235857,0.000248778,0.000272451,0.016467996,0.000127987,40.952,41.376,40.7002,41.366
2015-04-20,0.000345597,0.000227094,0.000182738,0.000206807,0.000133569,0.019432236,0.000197574,41.339,41.57,40.77,41.05434
2015-04-21,0.000424604,0.000314135,0.000197006,0.000195017,0.000169625,0.031034149,0.00019405,41.16,42.15,40.862,41.88202
2015-04-22,0.000808701,0.000680653,0.001250051,0.001281403,0.001054287,0.046889896,0.000530696,42.5,44.3726,42.34,43.89
2015-04-23,0.000474514,0.000256489,0.000323451,0.000157125,0.000102921,0.019743933,0.000229996,43.601,44.296,43.43,43.7284
2015-04-24,0.00027068,0.000192776,0.000140572,8.65E-05,0.000101313,0.012762252,0.000158195,44.099,44.16,43.6,43.674
2015-04-27,0.001551676,0.001479703,0.001254906,0.001855126,0.002262638,0.072739597,0.000831438,44.467,47.75,44.4,46.308
2015-04-28,0.000971873,0.000542503,0.000570828,0.000594704,0.00048058,0.032277569,0.000467585,46.976,47.1,45.604,46.045
2015-04-29,0.00063278,0.000380723,0.000392051,0.000418098,0.000492548,0.031780275,0.000401317,46,46.994,45.524,46.494
2015-04-30,0.000752903,0.000393897,0.000308486,0.00035504,0.000476468,0.033888226,0.000362291,46.074,46.578,45.026,45.214
2015-05-01,0.002000023,0.00088371,0.000795254,0.000717902,0.000371729,0.050278306,0.000665319,45.998,46.35398,44.081,45.192
2015-05-04,0.000803222,0.000539876,0.000577712,0.000843825,0.001073711,0.032999306,0.000525342,45.648,46.9459,45.422,46.111
2015-05-05,0.001704682,0.001431278,0.000997567,0.001041166,0.000986189,0.044222134,0.00042664,47.552,47.898,45.826,46.576
2015-05-06,0.00064733,0.000436416,0.000577916,0.000523631,0.00047857,0.027105211,0.000483623,46.8548,46.894,45.64,46.182
2015-05-07,0.00395674,0.001635929,0.001469929,0.001253392,0.00074918,0.07519381,0.001201827,44.1836,47.49,44.05,47.3919
2015-05-08,0.000612612,0.000357428,0.000357973,0.000216994,0.000176153,0.019952792,0.000228789,47.198,47.68198,46.74002,47.36
2015-05-11,0.00062802,0.000496948,0.000455923,0.000580886,0.000725285,0.0316637,0.000564239,47.258,48.576,47.062,47.90198
2015-05-12,0.000629759,0.000454163,0.000339744,0.000382966,0.000512161,0.033893154,0.000391843,48.002,49.272,47.63,48.934
2015-05-13,0.000626361,0.00031511,0.000191552,0.000253745,0.000220079,0.024667442,0.00017496,49.5,49.66,48.45,48.63598
2015-05-14,0.00037435,0.00017532,0.00012372,6.92E-05,0.000120763,0.014934554,0.000120858,48.901,48.976,48.25,48.81924
2015-05-15,0.000420313,0.000241679,0.000193884,0.000104677,0.000202408,0.028096418,0.000179102,48.777,49.882,48.5,49.77202
2015-05-18,0.000536187,0.000267482,0.000199571,0.000144974,0.000139524,0.015688652,0.000161626,49.386,49.98,49.202,49.744
2015-05-19,0.000371277,0.00024446,0.000206913,0.000273849,9.08E-05,0.019511833,0.000159653,49.67,50.2,49.23,49.409
2015-05-20,0.000386662,0.000236017,0.000250694,0.00024991,0.000274566,0.02604754,0.000223032,49.426,49.548,48.27406,48.86
